iterID,x1,x2,x3,x4,x5,x6,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,0.7348174165771725,0.9593724787969817,0.46558915807688994,0.5129389113344522,0.47306483813443156,0.030779531589599264,0.7348174165771725,4.056852641356725,0.0,0.0,0.0,0.0,0.0,0.0,2.4572819514382798
0,0.3954200704592236,0.24010816448071937,3.812493911496221e-05,0.8901558367261341,0.04891863027237101,0.5617398334655865,0.3954200704592236,2.911928178336962,0.0,0.0,0.0,0.0,0.0,0.0,2.4572819514382798
0,0.13900733490085798,0.44852024234768256,0.6757958643993087,0.10077752421061326,0.805768267455709,0.8528966094819173,0.13900733490085798,5.393900793762432,0.0,0.0,0.0,0.0,0.0,0.0,2.4572819514382798
1,0.0,0.23421864432749653,0.0,1.0,0.0,0.4469618724023606,0.0,4.026124930113743,0.07732750842298458,0.2939059669606883,-1.416887890424409,2.749315408662192,0.15811598132977936,-1.3522781092263616,3.5699874884409595
1,0.32434411159792853,0.23082491622083656,0.0,1.0,0.0,0.33300562157028685,0.32434411159792853,2.9271095055468344,0.3129762653612354,0.07349384543523799,-0.45120774036451206,2.748891396138334,0.15773315266260712,-1.3526961552002026,3.5699874884409595
1,0.5056962327650438,0.22933338193646302,0.0,1.0,0.0,0.3293534914474938,0.5056962327650438,2.508387666771293,0.5255958174658206,0.11400800573162101,0.4200995546526496,2.7488021983141904,0.1582006232598414,-1.3527840978650074,3.5699874884409595
1,0.15854876854819241,0.2328978164054979,0.0,1.0,0.0,0.33317019510556767,0.15854876854819241,3.1936580798093837,0.15424749189100573,0.08887465282964917,-1.1016725583211817,2.749058822691051,0.15802931767419964,-1.3525310846130403,3.5699874884409595
2,0.007747993432034014,0.19788720125045517,0.0003970765750512663,1.0,0.0001101221958513371,0.3077046228828113,0.007747993432034014,3.5395448475500144,0.00791006779088882,0.009748270264561255,-1.3622207855575112,2.969355616293816,0.7517864465796931,-0.6593452979279022,4.041268641140654
2,0.6041531007677968,0.21274361999096159,5.0049181454624467e-05,1.0,0.0,0.3212748311493429,0.6041531007677968,2.175267587371435,0.602231017122675,0.017547520487050234,1.2108863535279681,2.255043720573285,0.2282671623381616,-1.4382865296032243,4.041268641140654
2,0.2707457141977333,0.1823052284354198,0.0002478544339341327,1.0,4.2490374420967864e-05,0.3149656364754758,0.2707457141977333,2.4800750190608327,0.2703773132019285,0.005920817695162737,-0.22587123620615301,2.648348562687014,0.5115497289733854,-1.0093963487517532,4.041268641140654
2,0.4341060717432221,0.14894099957330853,4.406073749867889e-05,1.0,0.0,0.31696225207284273,0.4341060717432221,2.000785301304951,0.4336168022173582,0.008149426106125571,0.4808726452581027,2.438335800441874,0.40625080976181216,-1.2384105940286763,4.041268641140654
3,0.138012009512751,0.0,0.9931053844970847,1.0,0.0,0.0,0.138012009512751,3.9202266702858117,0.1365755938967128,0.13780451775893499,-0.8298327855704883,1.4620940623682182,0.5465019339756758,-1.8251758567870127,4.148435224905791
3,6.284295835395914e-05,0.0,0.3306764524227044,1.0,0.0,0.0,6.284295835395914e-05,3.3806104536609087,-0.0005237184144443741,0.04734399337266975,-1.4337470606983516,1.9345765351734932,0.5908761347784302,-1.3293210644498998,4.148435224905791
3,0.3501418138337036,0.0,0.0,1.0,0.0,0.0,0.3501418138337036,2.159988310473657,0.3503977502654058,0.008621282680978346,0.11204103124782705,1.2087688082155317,0.4870196632794862,-2.0910323668620343,4.148435224905791
3,0.21901228415407953,0.0,0.3053245645937832,1.0,0.0,0.0,0.21901228415407953,2.3699065786030213,0.2186920402116822,0.040239511836541626,-0.468114748357948,1.3092054053762274,0.5221569316633119,-1.98562746637446,4.148435224905791
4,0.06517238861255098,0.07631555391640493,0.0,0.5629921571363898,0.0,0.0,0.06517238861255098,1.7184534149442583,0.06452586417042194,0.020177187105718673,-1.0257348093141445,2.600133211005295,0.2662118058063531,-0.5933278584550585,4.6723458847198795
4,0.5011355194777839,0.09620657753134157,0.08708718145746089,1.0,0.0,0.0,0.5011355194777839,1.8953971032674182,0.5012512210408598,0.003723921944126157,1.0019092461534456,1.7796398574187202,0.21675962818554512,-1.5013095751810415,4.6723458847198795
4,0.2469445067912874,0.0779809872995714,0.06567751202881063,1.0,0.0,0.0,0.2469445067912874,1.9436971736893462,0.2469669241196337,0.00105957886055961,-0.17869095243781885,2.0329436901650118,0.1872923078990928,-1.220996215048526,4.6723458847198795
4,0.35597041925678774,0.0809576626036056,0.08418477070488103,1.0,0.0,0.0,0.35597041925678774,2.3969683478922277,0.35601053168953994,0.0010968203380483854,0.32758059602520007,1.887874688571217,0.16539657914125702,-1.3815337752067869,4.6723458847198795
5,0.1411160839819217,0.021138177639800877,0.0,0.017116130598301346,0.0,0.0,0.1411160839819217,0.8161410453797986,0.1411854830019655,0.006739051559802889,-0.711300086925803,1.3140130945227464,0.22463858818621343,-1.6881060059598934,5.508489565447156
5,0.020508838458497047,0.016335697372066613,0.0,0.3538975599031281,0.18538815086977783,0.28310960050499817,0.020508838458497047,2.270524344874524,0.020478427600794658,0.005452226454031235,-1.3005402323633461,1.8159073833919117,0.28667055031131367,-1.1520969230560407,5.508489565447156
5,0.11592834234410623,0.02330991321132189,0.0,0.11151306715185529,0.0,0.004899462372795123,0.11592834234410623,0.9262210468707867,0.11598810921626651,0.004619631351682424,-0.834302873670822,1.3399657864560264,0.20993822967999526,-1.6603892558183713,5.508489565447156
