iterID,x1,x2,ParetoFamily,Pareto_f1,Pareto_f2
1,0.994318412768198,0.5016138400684622,4,-0.5585563911558072,-0.8655741081229703
1,0.9549271022600192,0.4932150911556966,4,-0.561759144683504,-0.8665665693113277
1,0.9709986745666295,0.4920715405285717,4,-0.5619213873551746,-0.866261900430373
1,0.9918322162166259,0.4856008716786367,4,-0.5616427625880378,-0.8626225247429363
1,0.996969729439346,0.47884347745801675,4,-0.5592622468770597,-0.855497458583644
1,0.997772894731181,0.47194563491426417,4,-0.5547715488640264,-0.8449801705123124
1,0.9985767563768365,0.46504181185932886,4,-0.5483584556872053,-0.8314747128459007
1,0.9992544828304618,0.4592212785116256,4,-0.541593259519434,-0.8180127324257623
1,0.9999897116874947,0.44452577945126814,4,-0.5197702362372787,-0.7769778813356809
1,0.999991765192568,0.4326869494434519,4,-0.4982149414230169,-0.7382732458977905
2,0.8256529490572784,0.5462009865399539,3,0.045812370425222626,-1.9426553297868505
2,0.8332532831711127,0.5444791776757977,3,0.013805426281066624,-1.9349973813331083
2,0.8603263260884941,0.55530400339972,13,-0.05065899311305691,-1.9124500555973158
2,0.8640027790464136,0.5520894343302601,13,-0.07392311752258662,-1.9018432046278886
2,0.8677138423431934,0.5488446031233388,13,-0.09749545724138525,-1.887281023303022
2,0.8751304256064487,0.55721224390322,38,-0.09859439475690304,-1.878791963127008
2,0.8790766035832063,0.5497961310640899,38,-0.13605493712576114,-1.856755549031292
2,0.881622030469832,0.5506237283315045,38,-0.14275145908467712,-1.8503702763890182
2,0.8887800093456709,0.5532443814137106,53,-0.1605423394947615,-1.830911623619166
2,0.8881735335508296,0.5471195388309746,53,-0.17757149998038776,-1.8173697596220058
2,0.8912417169518402,0.5468640396470538,53,-0.18950531284980487,-1.8044872040917352
2,0.8938136879923757,0.5477444511981802,53,-0.1960338206503448,-1.797036850689756
2,0.8949003521521939,0.5465571332412362,53,-0.20369600679745448,-1.7882882186516647
2,0.9019012304813226,0.5489525637140326,79,-0.22123080620026378,-1.7660390804212023
2,0.9033551863501166,0.5472957991332085,79,-0.23164773907777353,-1.7532743341364645
2,0.9055183328709994,0.5475747547885539,94,-0.23843620032418636,-1.744065718837257
2,0.9062592451355952,0.5467280211261141,94,-0.24373970913933032,-1.7370602221522549
2,0.9073634697760395,0.5454660847017389,94,-0.25163850174185637,-1.726129514078263
2,0.9111475511575079,0.545109501619905,94,-0.2660547637837996,-1.7050619468990615
2,0.9114847876760056,0.5452500629509964,83,-0.2667862144819413,-1.7039592454185846
2,0.9150274623797455,0.5445102040848789,83,-0.2814436787405877,-1.6812722482194848
2,0.9163977693880945,0.5442491220212801,83,-0.2870001913903022,-1.672337347908773
2,0.9158978888343015,0.5412830701121976,83,-0.29470357777102996,-1.6585839998037943
2,0.9169483230687123,0.5403388213999958,83,-0.30132067941222673,-1.6467960408216495
2,0.9223848527479568,0.5434513620407896,144,-0.3099408256248205,-1.6334604965179624
2,0.9233769059200312,0.5424043884773824,144,-0.3166121538123561,-1.6213655637209938
2,0.9237753027371918,0.5419839362808125,144,-0.3192875356415731,-1.6163874736803772
2,0.9270104436270776,0.5429612507638538,156,-0.32695423921537414,-1.6024450537656088
2,0.9282918234526191,0.5416896122123751,156,-0.33523172773744886,-1.5864455307207583
2,0.9309882462238094,0.5427948207913758,156,-0.34052760879176647,-1.5762723953875395
2,0.9325893629932266,0.5425554503455109,156,-0.3464708026453045,-1.5643846264379613
2,0.9304355654110407,0.5395621673561245,156,-0.34902007365401644,-1.558217933270619
2,0.9349315859440425,0.5421838217759976,196,-0.35515677874742363,-1.5465288929956285
2,0.9375026909421827,0.5429859736210115,196,-0.3607266558282203,-1.534636185768447
2,0.940760049138398,0.5439061667676989,196,-0.3679147106230697,-1.5185772758950218
2,0.9397784703084643,0.5413210142896223,196,-0.3731203861815129,-1.5076911396276458
2,0.9412889894023111,0.5410216279035903,196,-0.3787246082771303,-1.4950192467620635
2,0.9436897158313341,0.5413167671822968,196,-0.3850852443715513,-1.4802480132909066
2,0.9449170889932551,0.5402319476824284,196,-0.392219032447262,-1.4633516122248635
2,0.946690615457506,0.5411726216964727,211,-0.39449905660178086,-1.4576881944845803
2,0.94691236490818,0.5397488542723224,211,-0.3996743049478393,-1.4451220381836978
2,0.9486390747129007,0.5392993602152929,211,-0.40615262100229765,-1.4288350339591915
2,0.9501993382124442,0.5388648232697223,263,-0.41203567941016134,-1.4136712763559034
2,0.9520879692982609,0.5390100319807707,263,-0.41695331926335577,-1.400678104950124
2,0.9529364235937622,0.5380300182268836,263,-0.4224399740151712,-1.3859450097021162
2,0.958866077897362,0.5417442755355348,283,-0.4268916607328406,-1.3714939702570643
2,0.959279434088101,0.5405120954555805,283,-0.4318790252882614,-1.3582616717731888
2,0.9597995103801905,0.5389617917186909,283,-0.43813736618547894,-1.3410099314370818
2,0.9610540887860249,0.5384304973177739,286,-0.4430818977167182,-1.3264842259408482
2,0.9598182604491713,0.5361821362293567,286,-0.44692793346358406,-1.3156853520958813
2,0.9616857464605391,0.5359937521529692,286,-0.45236063022086925,-1.2989991982678355
2,0.9621173270695537,0.5343288440790688,286,-0.45867584514484694,-1.2793198218212218
2,0.9695774039010556,0.5391339915564232,331,-0.4619289432375532,-1.2648908891693234
2,0.9689441895298646,0.5369326362710456,331,-0.46730200968080055,-1.2493164064214806
2,0.9681536438760433,0.5341843223783925,331,-0.47398015263913335,-1.2284622039521456
