iterID,x1,x2,x3,x4,x5,x6,ParetoFamily,Pareto_f1,Pareto_f2
1,0.0747288452681833,0.9091741209957207,0.10907561114547709,0.06846583765859827,0.5134197337061599,0.7191537626910848,0,0.9866210203899795,0.8813474251151877
1,0.06484414566043593,0.5000769549967645,0.06721916080337813,0.6824133760387026,0.28395461146946327,0.08537932340040943,0,0.9544834354265826,0.8811814972414772
1,0.03653842378394175,0.08603297742941728,0.6810141631757868,0.3538634928769941,0.1883220064954068,0.2713339604627969,0,0.9406625966527501,0.882528176471343
1,0.07963726702640343,0.4446479007437271,0.0,0.5821952168516142,0.0,0.6689795463405668,0,0.9027227241748264,0.8856180697332555
1,1.0,0.5392110662777385,0.0,0.7644925580787069,0.0,0.5942104094905781,0,0.902720300242251,0.9100759644329804
2,0.1488100252393336,0.0553299675501962,0.44089251598259893,0.9452182386565467,0.46997636615364025,0.4022001558026968,2,0.9891168462303299,0.8833486951841382
2,0.9528793077422198,0.7568228090504213,0.8759356759334724,0.49837071189556936,0.23969023768481235,0.70282519338726,2,0.9542525060469267,0.9183277105511719
2,0.0,0.0,0.1822515097667638,0.594077818118855,0.0,0.45566764876907906,2,0.9174114056700592,0.9264599148614798
2,0.6460446092011045,0.6372932387617536,0.2225679748788882,0.619772872760699,0.01794277998932799,0.28931368439144833,2,0.9057660459708486,0.9166051493933403
2,0.0,0.0,0.7241848166606527,0.2481361325121152,0.0,0.19110181764823747,2,0.8364087501255473,0.9264599961867627
2,0.0,0.002114944386974597,0.5592527508340995,0.3395033865136932,0.0003607130949824259,0.2610160591134482,2,0.8221597106479626,0.9264600671232237
3,0.15035420847892883,0.06041759998972333,0.4356786818448465,0.9514961851246603,0.4785150332383251,0.3893573384004203,22,0.9816822712304532,0.8829195033049496
3,0.15841189273845796,0.12080097304173082,0.2653378738720489,0.9324139941186109,0.5096019075510165,0.5204546990772191,22,0.9539669199053333,0.8822388426568857
3,0.1994189619083599,0.36952586040408036,0.13551920016116847,0.8356608352693154,0.6679825629797649,0.6545913539199134,22,0.9539664116589244,0.8922031879336497
3,0.6524684875652502,0.6372941749764389,0.2225688288131656,0.619807818483439,0.015892543054241825,0.289313138578001,22,0.9066563076591944,0.916691897316936
3,0.645630947067551,0.6372931927277764,0.22256792611067633,0.6197715591531635,0.01800980544177981,0.28931371050307597,22,0.9057693157146611,0.9166010564058968
3,0.02765976868762436,0.08602716593400579,0.6809917993356113,0.3575029833708487,0.20724606374719987,0.2713513964302864,22,0.8556187463684062,0.9386592106557275
3,0.03546738633418055,0.08603258335594462,0.6810132611062407,0.3543187606425537,0.1911033621787386,0.271334228866571,22,0.8234758834248376,0.9409342502726881
4,0.14852632320244158,0.05458705150773629,0.44129959546652114,1.0,0.46921830674164644,0.40226848752175726,0,0.9835954258452299,0.8833135282293445
4,0.14806590839478276,0.05476998231717677,0.4396694667287492,0.369295796649493,0.4690784823167597,0.40245322307915793,0,0.9129328109389877,0.8836666985317184
4,0.1382533358397326,0.05154021495359036,0.6956017433788914,0.3601206197722771,0.45895943667996564,0.38312739404020474,0,0.9068561483607329,0.8904389669111185
4,0.013842286076904228,0.08604096237307658,0.812355350619935,0.29741176943713116,0.22205649265746913,0.31353753187132516,0,0.8331755704623142,0.9049149074857525
4,0.023330279461124398,0.08602447185521883,0.5719093978853275,0.3647780057225846,0.21931387762877871,0.269116975356605,0,0.8105375717537346,0.9030548620004888
5,0.1488100252393336,0.0553299675501962,0.44089251598259893,0.9452182386565467,0.46997636615364025,0.4022001558026968,0,0.989116846220694,0.8833486951825656
