2.654644487491525373e-01,4.790277016363896356e-01,7.294392301929177869e-01,2.222917628399837531e-01,3.121348232370801945e-02,1.283623417470814321e+00,1.492733961720515978e-02,1.353040689041791422e+00,8.357606331781122222e-01,3.287827146739425999e-01,5.166339074401770093e-01,2.870812768793221670e-01
7.200777648107391515e-01,7.294704354642966848e-03,3.784727131469798334e-01,1.183744752527517097e+00,1.347128002045416606e+00,1.820769034450560042e-01,8.864370296289028062e-01,1.030403418674232130e+00,1.965366476834745635e-01,1.014894602907733034e+00,1.288950272929958896e+00,5.380307197310676415e-01
9.679881511158547891e-01,7.699402175705206686e-01,2.861457697565785718e-01,1.074466186494705155e+00,1.048644313746215140e+00,1.062804300753897868e+00,9.560391226923703467e-02,1.465859161696468682e+00,1.055962357399243601e+00,5.539338619117881723e-01,3.016480154449501239e-01,6.692537437996138872e-01
3.867293340052435635e-01,3.255613102154020222e-02,1.201458670737310275e+00,7.064229844078584453e-01,1.114515427481302723e+00,1.276310333186693624e+00,1.036519892742723936e+00,3.206013247413955769e-01,1.325048113623142676e+00,7.186441042487192732e-01,1.395652977679363360e+00,5.568344009324063260e-01
1.304741939693281116e+00,7.783746893254616106e-01,8.101709815190945019e-01,1.271767267440547133e+00,5.124815024070068503e-01,1.014034295271632802e+00,8.713619253366228223e-01,6.800213671145644012e-01,1.037776860801972623e+00,8.768799728393474879e-01,2.750857707560412369e-01,1.781156676758444135e-02
7.413009076919538920e-01,4.221886993928274379e-01,1.292426685554934451e+00,5.353786714863391083e-01,7.648506422261359683e-01,1.299858485050455981e+00,1.450734263545050418e+00,4.967343677372300093e-01,1.158552654622537315e+00,4.251790503209949001e-01,1.286830288519224652e+00,3.993026778939299248e-01
5.033667336742291276e-01,9.869335305324794527e-01,7.015150874006238491e-01,9.538754624632906909e-01,1.177587905083076425e+00,1.723182847579933785e-01,6.191227034794182238e-01,1.031672155598053475e+00,1.233602840043203974e+00,1.434719301202680652e+00,1.238452607704427555e+00,6.709305431475631742e-01
3.042688729224899413e-01,8.953969591545388740e-01,2.598759272631134820e-02,6.069745842918183865e-01,7.597856255479102927e-01,7.084153247380960972e-01,7.548890539878211348e-01,6.738344619558847004e-01,1.302948914741502762e+00,9.497287470566454504e-01,3.759701552573480043e-02,2.091646437834414618e-01
4.951459592933931120e-01,6.311616855885668897e-01,7.162847560160116034e-01,5.379439022536868231e-01,8.509700579678391996e-01,1.002056453292470284e-01,6.147510238119834325e-01,7.895679749986868057e-01,3.334542204411278243e-01,1.990762600798823279e-02,3.841718354807738267e-01,1.102842532149382659e+00
2.318140287389139909e-01,1.491640762942418874e+00,9.449781131535599510e-01,5.612029960322717503e-01,1.381068790255294054e+00,1.087418966211525451e+00,1.541856367427354435e-01,1.184206359578170442e+00,9.254031762776065984e-01,7.813228856696119440e-01,1.298424773483462191e+00,6.754094546376799846e-01
3.875502516959550281e-02,1.351497493457857191e-01,3.179583185029181136e-01,2.838199331749133858e-01,5.729945146822891244e-01,8.146147187462090544e-01,8.200327747991312810e-01,8.555678154360027987e-01,3.778019787651574202e-01,9.180901310241625923e-01,1.154099497232930149e+00,5.871700539513051709e-01
