1.273931017338055138e+00,2.735237234041583143e-01,8.695237335843556403e-01,6.669520122370101722e-01,1.147934730408858295e+00,6.744712856034228432e-01,8.900850075606788758e-01,1.365824698561677319e+00,3.165464492636118621e-01,8.570397813548404908e-01,5.377855971338096897e-02,4.393475851961403666e-01
6.684146757852836851e-01,6.353944870825500857e-01,7.859112669024320708e-01,9.988682370484056605e-01,1.370176380878183053e+00,8.668817519567100227e-01,1.149415520382819578e+00,2.087021048513415522e-02,7.736090498773339208e-01,8.742405775355316377e-01,4.862030445392407918e-01,1.136595181162383561e+00
6.494285567078068588e-01,4.365728956609820077e-01,1.659716841967175949e-01,1.334303480519885454e+00,9.245504892260411056e-01,1.711013711622965117e-01,9.973630772339444617e-01,8.821335032825790012e-01,1.465342603582001413e+00,3.178256370600851533e-02,9.805458421571422445e-01,5.274063871965308792e-01
1.185669202408887957e+00,1.451055050791636436e+00,9.143524399470323027e-01,1.492250742658476792e+00,2.936052993471147676e-01,1.317909674760707972e+00,5.274607519757206209e-01,1.230788806616404996e+00,8.208927842160385069e-01,9.511912525054138090e-01,1.223994312508247528e+00,1.387486130040885834e+00
1.486102447848225649e+00,9.044444873168433485e-02,9.915471477401907041e-01,7.700724473804502201e-01,4.127218545534547811e-01,7.817798803672889596e-01,5.985045906097903323e-01,7.431668849107503361e-01,1.088753834006856991e-01,6.457744158300149362e-02,1.159529319014385829e+00,6.215997104052473077e-02
1.638828571549211244e-02,9.909511565162738567e-01,3.582099535767366838e-01,1.614751202108779538e-01,1.392679976051578450e+00,1.085614931757287849e+00,4.798138617018904428e-01,9.525245584857257031e-01,1.467112320341038778e+00,1.443803505466663140e+00,1.120831151938841419e+00,1.864561016146699668e-01
6.390309993299085889e-01,1.068618969749905112e+00,4.125676279652613632e-01,1.370639252207971559e+00,2.388552572107950356e-01,1.195626030311241372e+00,9.221251527035057016e-02,3.560240777386486366e-01,1.319375604093641519e+00,1.620729443526809366e-01,9.545552290251883010e-01,9.190624559537847738e-01
2.116109654298261589e-01,1.210119470188375512e-01,1.065990992303324170e+00,8.205732496792347286e-01,8.430072736174967218e-01,8.724820651652508419e-01,4.635685717622616275e-01,5.258587055191765725e-01,8.083206685929870128e-01,3.950419498822290709e-01,5.674714122127629823e-01,8.972733184413662633e-01
1.467284854981401931e+00,6.641644935280158757e-01,5.007552710662026563e-01,4.804632252879085241e-01,2.178699874573811757e-01,1.656576895056159904e-01,7.387715099367060390e-01,9.427462988806367683e-03,1.052364454347052281e-01,2.359974887405112964e-01,1.318970439064737210e+00,1.487148882937118444e+00
1.132154296159029405e+00,6.974825348174309436e-01,4.549213538479683905e-01,1.016588367605620880e-01,5.435912892974941180e-01,1.775458144312505038e-01,1.265412520419903153e+00,5.798546601735071748e-01,6.812267072903455123e-02,1.129320812765348014e+00,8.203909523524234304e-01,1.017329403341840077e+00
8.256441888463790235e-01,8.172149883262457282e-01,1.166168148543530236e+00,1.330479526752594843e+00,2.864402813922228841e-02,8.065698066111126607e-01,1.464565513785214268e+00,1.100460136566925762e+00,2.507049122483461234e-01,1.925901966408996024e-01,1.208334166218348216e+00,5.174713877607617363e-02
2.028205892042744818e-01,1.487292885295180112e+00,2.534587785068108667e-01,1.237357607433929418e+00,6.083301053380540946e-02,1.129635662025652909e+00,6.421905309185752531e-01,4.610107686659921100e-01,1.327799544968846668e+00,1.286197474369877192e+00,9.268921337946447458e-01,2.840214332176883572e-01
1.366166452375022988e+00,8.793355122722492645e-01,7.274310588481778250e-01,1.473736108802217171e-01,1.464605570418970659e+00,4.531960525251976790e-01,1.022681881036786589e+00,4.954196290233051636e-01,1.043067114174388355e+00,1.115241814640356210e+00,7.942754177124006221e-01,1.857945213772267401e-01
5.810449328489125653e-01,8.732123598474739179e-01,1.399458829762014300e+00,2.354257016752098197e-01,1.708772721403558625e-01,1.261911128539007887e+00,6.593216770712113650e-01,1.434625829112627926e-01,1.263171007671383794e+00,7.195430191158083133e-01,2.028536935310732980e-01,3.950075911972402709e-01
1.655636856259412593e-01,8.393170397438001196e-01,1.183736444734301063e+00,5.461026779432243128e-02,8.812189179244008796e-01,1.331013910227070607e+00,6.732596959724034269e-01,6.384765199050289608e-01,1.268812585240886248e+00,1.392859610214211896e+00,1.280989884469371676e+00,1.062433554752989728e+00
6.963646187222702899e-01,1.713231847025679100e-01,1.316678310743245595e-01,8.174192792567682719e-01,6.120359422376560055e-01,1.492557254371443154e+00,3.892058112076781651e-01,9.720599481066749536e-01,1.421850099209141183e+00,8.025028891450037838e-01,8.650213662147244742e-01,1.193904756265010247e+00
7.702877440876667592e-01,2.604234704391068522e-01,7.183922476739423857e-02,4.757202105550444315e-01,6.958238781409897822e-02,5.401189700382800218e-01,2.767927369503710988e-01,1.325564533518328370e+00,1.205271890435144932e+00,9.129143032614902564e-01,1.357464413801500847e+00,1.373467950525328884e+00
1.446124821783187908e+00,8.661073377129880901e-01,5.803012995169813948e-01,1.299035771455318677e+00,3.281081772782117323e-01,9.473643870031667191e-02,1.107701535092108669e+00,1.351387171631578621e+00,1.160325117593353994e+00,4.377178555908043389e-01,1.751542929612088795e-01,3.436653921419984270e-01
5.521843309044427439e-01,8.803996437367713757e-01,1.394240254762264986e+00,1.058473427902936859e+00,1.275235381227645348e+00,9.649414873816967164e-01,3.760606731690980808e-01,9.597944843783458024e-01,1.373955470637664877e+00,1.499110673139258942e+00,1.154175249637200640e+00,7.661998001144124659e-01
1.343151008923264111e+00,4.890011415978187115e-01,2.666092312768651995e-01,6.006891077140452673e-02,2.371946828526717566e-01,3.924753190593108787e-01,4.663453138211862692e-01,7.854619316056435929e-01,1.327961623258240742e+00,1.135954616029396513e+00,9.968906910246055908e-02,1.011227918543877946e+00
1.330465991501305512e+00,4.555011021352068923e-01,6.282914085911340818e-01,8.370853039342930346e-01,6.830971453342808974e-01,8.804113025476604237e-01,3.194929933587129511e-01,4.935344045207665786e-01,6.934631819839782718e-01,3.793220157441762330e-01,1.028211102496662033e+00,1.935044394166333115e-01
9.952968279258369577e-01,3.701585076528910445e-01,1.017341329115371451e+00,5.781425669851842919e-01,4.234400664950280779e-01,1.476039955962054950e+00,1.384359338658696759e+00,2.482714233031427797e-01,1.244241395960012708e+00,7.756561963223873590e-01,7.088132095538296484e-01,6.860806677644279983e-01
2.165468484047107234e-01,9.161262960691961554e-01,4.832784116558533904e-01,1.209186333611553810e-01,8.903190130843607886e-02,1.155821033524085273e+00,1.189976467732051901e+00,5.999561412740255228e-01,4.274362572466405830e-02,3.098200291284936014e-03,4.785805619221206175e-01,8.937681595585870165e-01
5.208587249913899653e-01,1.228471981277353020e+00,1.012072583660685421e+00,6.798861920026898487e-01,1.441963570208904644e+00,1.396576354981963197e+00,8.167759924613136047e-01,1.039232010002338225e+00,4.323879218456043727e-01,4.266740833892478379e-01,3.796365210668452006e-01,4.603174117824111455e-01
7.808828835055571238e-01,8.566695014142043929e-01,1.165212758813963134e+00,5.128665431706371791e-01,3.562343750163354805e-01,5.354389141155275755e-01,1.510495014745161235e-02,3.703801473004442180e-02,1.670655529133957540e-01,2.119191894881874427e-01,1.059602404470036285e+00,2.950636704063503979e-01
8.653804681312406988e-01,8.230616179792175080e-01,9.887266185406005103e-01,4.113336152038881699e-01,5.978846761397755422e-02,2.621794896933706265e-01,4.811642513903016671e-01,0.000000000000000000e+00,1.004147657378053893e+00,1.179977616788216999e+00,1.020160877466215199e+00,6.541221451696291322e-02
9.342377499071522484e-01,1.286944801932470295e+00,4.665973043868788528e-01,1.182426818584655370e-01,3.199812512452536728e-01,7.826707796272236450e-02,1.125366396438804983e-01,1.480029494604921947e-01,7.906338101132183160e-01,4.709484689161850257e-01,1.024744654405044031e+00,1.139495379433706823e+00
1.447015565812228344e+00,1.180123478363254153e+00,2.830248777194073195e-01,4.561840303431534682e-01,1.146655722386269449e-02,2.907433456797158255e-01,8.366684819086995795e-01,2.119555286737551114e-01,5.706151163283378347e-01,6.572058556431922272e-01,8.105734676865593569e-01,1.164569250073941520e+00
8.408212103794278081e-01,1.116432719544853791e+00,1.212276742253514783e+00,5.317815030753980654e-02,3.014396096611900999e-01,6.063428425622749973e-01,3.339913182576774719e-01,5.674991540802398760e-02,7.782606750770605375e-01,5.219033080373701727e-01,9.447380415533263021e-01,4.540074092737028666e-01
7.626724093890863143e-01,5.570536372376526657e-01,8.617383077026024019e-01,1.243267746798590423e+00,4.314656552530613531e-01,5.839435445957098514e-01,2.921312696367577288e-01,1.245681373976050832e-01,5.079715247985612248e-01,3.802660142234653984e-01,1.180496489173945340e+00,7.116906800991201765e-01
1.231172803653413972e+00,8.101072858613223016e-01,1.226739514722880564e+00,1.015350583995662248e-01,3.557335162309667176e-01,2.120658551106070489e-01,5.635116889870495083e-01,1.892953455427278664e-01,8.821560021645331595e-01,6.247096937454115206e-01,1.076763057012245062e+00,1.107898892573392136e+00
1.357847268297664112e+00,9.350879811389845031e-01,1.672723314114625826e-01,8.642569861140786402e-01,5.087848693626428886e-02,5.687067924023658794e-02,9.815856528089705879e-01,5.962258963565933989e-01,1.064130160181081752e+00,7.782514324567271213e-01,1.947138112658042264e-01,6.211608013067918543e-01
1.290820083774433247e+00,8.413278294782701172e-01,1.487276541248296891e-01,5.625204168490011147e-01,3.631049111515324279e-01,6.814946078856931599e-02,1.383899345764842748e+00,6.003391196238234695e-01,1.330437935781375369e+00,6.569380968232809703e-01,5.451630160451769180e-01,6.605149913053742772e-01
