8.551500946647258017e-01,4.209621246118357973e-01,1.026444107669243433e+00,8.312183377183308686e-01,8.928259584290249018e-01,8.286485631224823623e-01,1.464072662982729423e-01,1.140554251759010373e+00,3.855457270909968814e-01,7.652383732093613888e-01,6.630032323785883808e-02,1.011640525640161936e+00
9.130691287946246515e-01,1.309794600935342279e-01,3.830838538022746098e-01,1.269619796418055557e-01,6.461953598555757461e-01,1.028695197835421959e-01,1.168784912886932759e+00,7.540446050869022976e-01,7.939025145699890595e-01,3.078421089789511456e-01,1.415509238042828244e+00,1.711484501782045697e-03
1.316625914457858038e+00,6.824468975643600555e-01,7.018420719965069443e-01,2.976543858497688877e-01,3.737895534312314361e-01,7.738522758097646781e-01,5.156353783778611088e-01,8.105198235055387501e-01,6.480270744855787246e-01,5.397900396583210636e-01,1.170024589540418880e+00,3.757463837306442844e-01
3.785653621830002979e-01,6.114473301554118612e-01,1.264698757439534083e+00,1.383056402059612999e+00,4.260644270785425292e-01,1.034178382550178465e+00,6.589692004391140001e-01,2.142652658412078637e-01,3.732109957664808686e-01,1.078011974854252930e+00,1.003161038747846678e+00,1.088220990507962505e+00
3.052254232011623047e-01,1.033577767853287366e+00,4.999992217491404656e-01,6.864633140747333773e-02,8.767880807310411972e-01,1.198032337906806966e-01,3.912730284764462940e-01,8.973608931064929184e-01,1.388515788269763185e+00,4.040832021143286878e-01,8.443295788826394865e-01,1.179763825701787727e+00
7.607503307290346406e-01,1.224875174266546907e+00,5.677573893809665373e-01,2.666754916221064642e-01,8.081599294148659185e-01,1.490509333663129876e+00,9.224320646647866662e-01,8.856696407235139512e-01,1.451662957002863630e+00,3.120776108619230937e-01,1.159952365672927144e+00,1.416463034835036883e+00
5.030873992286934993e-01,1.249491430196891129e+00,1.984217563351182712e-01,4.533381828326197294e-01,1.143865475939634058e+00,1.169453546502848607e+00,1.181956735116409307e+00,1.228421325021287425e+00,8.271618674671151750e-01,1.487410056237562728e+00,1.262390725532309688e+00,9.435657337123153354e-01
4.603426398138277253e-02,1.087790492073891890e+00,1.049136357470835668e+00,7.792195669657847601e-01,1.002322275151926512e+00,2.778465579198967639e-01,1.291223558493536983e+00,5.668989448746297732e-02,9.935028778596910470e-01,3.111210387242581143e-01,4.695869124986405962e-01,2.783968622850597763e-01
5.540962834248353008e-02,2.070840606863855182e-02,3.590312264903102735e-01,1.703075178072852580e-01,5.114938210674783159e-01,4.466960489606464080e-02,9.873072920912197015e-01,2.240581715574500032e-01,4.702645512038756692e-01,1.292697108117004223e+00,3.597986393455585574e-01,1.389345888105281812e+00
5.516977192100376293e-01,1.145028166867821717e+00,1.252202138377785712e+00,3.060286840816218712e-01,1.145824402266582442e+00,4.109678507521451474e-01,5.278424097453809916e-01,5.711976727131861109e-01,1.490375791248796711e+00,2.385340042143696548e-01,2.447644324756209633e-01,2.652163921744206121e-01
1.284378072214921840e+00,9.188422264650819571e-02,1.027025805793693403e+00,4.354004963291717711e-01,1.180391816723233234e+00,1.408195187003919102e+00,1.040468733131464374e-01,7.406782105349740686e-01,1.209124112462785394e+00,1.868276276479374776e-02,1.327512887957827736e+00,1.181388915840432485e+00
